	alpha	beta	chi	delta	eta	gamma	kappa	lambda	mu	nu	omega	phi	rho	theta
95701-01-29-00	0.0838195156519	0.915258327418	8.14046615996e-10	1.78224618e-11	0.000424275147754	1.19807607365e-06	7.90823933148e-07	4.36397610251e-06	3.7293243955e-08	9.84532695811e-07	1.18676966478e-12	1.1282110885e-08	1.22373325051e-08	0.000490482727794
95701-01-29-00	0.000174083177778	0.999813548616	3.36227233362e-15	9.58712877237e-13	1.393218365e-08	4.65435222802e-11	5.6911445381e-10	1.16241826443e-05	3.69881222571e-11	1.87807292898e-09	1.73346591602e-16	1.21329363238e-12	7.33402068512e-11	7.27485567317e-07
95701-01-29-00	0.000140580356478	0.999654924786	3.01190119373e-14	6.73166381566e-11	2.51761221753e-07	4.43719740872e-08	1.23058603696e-06	0.000200503152331	3.55105499874e-07	1.32122706694e-09	1.12210939631e-12	2.94151927253e-11	4.2990951359e-09	2.10416201704e-06
95701-01-29-00	0.000138869193254	0.999224833107	1.29199015381e-13	3.31519529514e-09	2.20363615126e-06	8.97154498621e-07	2.80308981779e-05	0.000592297835611	9.90659984855e-06	9.90829912543e-10	7.06652758035e-11	2.41802921817e-10	8.69519315482e-08	2.87000463105e-06
95701-01-29-00	0.000510671494771	0.99680320543	5.21896943396e-13	3.51360756954e-08	1.2555658931e-05	7.18264974184e-06	0.000109953733255	0.00247666616539	7.21624169908e-05	1.70889333123e-09	6.89786443753e-10	1.4598467333e-09	3.41729628813e-06	4.14615912684e-06
95701-01-29-00	0.0409627997406	0.891963348903	1.79706409292e-10	1.04499696724e-06	0.00322545504018	0.0041483297639	0.0349181204131	0.0144095428338	0.010084466517	6.52385531002e-08	3.41134540533e-07	5.0945570284e-07	0.000102573841792	0.000183401941338
20402-01-19-00	0.000368921485757	1.45792154488e-07	0.834794779334	6.76983971373e-09	5.47028929635e-05	0.000280110609117	1.13242589811e-11	1.93004104225e-08	1.0966732206e-12	9.41719455475e-09	6.48491001281e-06	6.45083610759e-05	9.46887863181e-17	0.164430311115
80701-01-37-00	0.00021037998446	1.64456912739e-07	0.900056417924	5.14985879241e-09	4.95139580819e-05	0.00029143317927	7.92464653135e-12	9.69943521405e-09	1.33343050654e-12	1.03562535172e-08	2.23435098215e-06	4.73934947358e-05	4.12994686291e-17	0.0993424374364
80701-01-37-00	0.000312516365505	1.76701819115e-07	0.868783155285	6.45743497416e-09	5.14975449205e-05	0.000275405771402	7.98686622715e-12	1.36725246317e-08	1.03361750868e-12	1.12295964393e-08	2.79468402504e-06	5.37252174498e-05	5.87480409944e-17	0.130520697061
80701-01-37-00	0.000161642213042	2.11291503961e-07	0.882229666354	5.60578461443e-09	6.39611064136e-05	0.000364851210586	9.02222219867e-12	7.23993806454e-09	2.42565829678e-12	1.22888283409e-08	1.70663425556e-06	4.06487587469e-05	5.96824331885e-17	0.117137287286
80701-01-37-00	7.09418687701e-05	1.54424683571e-07	0.903246258044	3.75651407893e-09	5.6452368634e-05	0.000339942626051	6.99080792755e-12	3.595999429e-09	2.78967507833e-12	8.50527096755e-09	1.38907016872e-06	2.85086888252e-05	3.45385030454e-17	0.0962563370413
80701-01-37-00	8.74554997657e-05	6.26846892977e-08	0.883889847437	3.31346048265e-09	2.94329797162e-05	0.00025836442394	4.66267734668e-12	6.18848131842e-09	1.09536830436e-12	4.26013544149e-09	4.36042794561e-06	3.04889215027e-05	2.75408460963e-17	0.115699973857
80701-01-37-00	0.000106736878956	1.29143434243e-07	0.814096555354	8.07999464553e-09	8.05140969115e-05	0.000415667628053	1.72009907664e-11	7.94170613674e-09	3.53344583256e-12	6.42907620287e-09	8.55919416966e-06	4.65736211544e-05	1.29710704403e-16	0.185245241612
80701-01-37-00	0.000147410260531	9.96104717764e-08	0.807794618512	5.35321284007e-09	5.29070232304e-05	0.000314251255257	1.01081003723e-11	9.12832763574e-09	1.79292884186e-12	5.93904330953e-09	8.39168875717e-06	4.18286782255e-05	1.13023493811e-16	0.191640472539
80701-01-37-00	0.000138017309102	1.27029282253e-07	0.779878385922	4.2310672828e-09	6.23060970047e-05	0.000294427941318	9.89148711655e-12	7.12831083012e-09	2.07422759065e-12	6.98980368328e-09	6.07284904078e-06	3.55956662993e-05	1.39770509579e-16	0.219585048825
80701-01-37-00	0.000227278639925	1.99718805318e-07	0.998637837812	2.95614426065e-10	0.000155549187024	6.94894989537e-06	1.88081045383e-12	5.76007018608e-12	3.19160775745e-15	1.53918806251e-07	1.15132315722e-10	6.43897031874e-05	6.9572232397e-21	0.000907641652271
50703-01-42-00	0.000182842160586	1.40115115365e-07	0.998903386876	1.74411244193e-10	0.000108055814807	5.66446143961e-06	1.12690617973e-12	5.22645804808e-12	2.44871747915e-15	1.21135637786e-07	9.45365758689e-11	5.11587142401e-05	4.74672885447e-21	0.000748630447273
50703-01-42-00	2.82967490161e-05	4.97842616071e-08	0.999569002761	6.77755855814e-11	3.91482895937e-05	2.21124547214e-06	2.34803516192e-13	9.38310878788e-13	5.64491393092e-16	3.90688222985e-08	3.00742248592e-11	1.99954587835e-05	2.04652495804e-22	0.000341256544373
30703-01-31-00	0.00282372587653	0.637592951402	3.45958914249e-10	1.42174508242e-05	0.173675939174	0.000255981837289	0.000433042345817	9.59012075583e-06	0.000142257142401	1.63988875772e-08	4.67490301815e-08	8.9540596176e-08	0.18249541264	0.00255672897613
90701-01-28-00	0.000972617840968	3.33392822543e-09	0.998884223819	3.35833226365e-11	8.2642558135e-08	4.89929411917e-08	7.66458630596e-16	2.81641630512e-11	2.16070931683e-19	8.62795527699e-08	2.37014304289e-11	5.23874822432e-05	4.33814629627e-24	9.05495234197e-05
40703-01-44-01	0.00122048062391	2.31288784374e-09	0.998694967746	1.93895998383e-11	2.70585442356e-08	3.85473601167e-08	3.09242862205e-16	4.16485736222e-11	9.70086169909e-20	7.50730179602e-08	1.35998965274e-11	4.48940176924e-05	1.16375018898e-24	3.95145454915e-05
40703-01-44-01	0.00136329637153	1.16271610442e-09	0.998567885513	7.21585976593e-12	1.30584833177e-08	3.36485298658e-08	1.393676853e-16	4.89471258985e-11	6.74622211644e-20	5.38902709934e-08	1.51185205719e-11	3.19730749203e-05	1.13197757678e-24	3.67432090471e-05
40703-01-44-01	2.74231143797e-05	0.98622219033	1.08881142861e-08	8.28494828632e-10	0.000156380765421	5.1673196531e-08	3.96856728974e-10	1.57592141267e-09	1.19671830233e-10	4.85862403645e-08	4.13622678395e-13	4.26027146393e-10	2.03033653583e-10	0.0135938910922
60702-01-01-15	0.00176226886754	0.00373909205004	0.979330702989	1.03476952902e-06	0.00906577653112	0.00132057930769	3.12152597307e-09	1.61220170458e-09	1.89812714622e-11	2.17387422596e-06	2.73310933156e-09	0.000299176741682	1.39250184988e-17	0.00447918738309
60702-01-01-15	0.00539725849699	0.052579538419	0.353241289474	0.000248673764645	0.513650574318	0.0221527270439	1.72814137727e-06	2.16772155783e-08	7.08641159463e-09	8.85467654705e-06	1.78084018117e-07	0.00244595708448	2.80800826628e-14	0.0502731917336
60702-01-01-15	0.000428576086972	0.0159707360435	0.264844972561	0.000428916295063	0.587431244278	0.0301420731332	1.95515510828e-06	6.48708509507e-09	2.63916726947e-08	1.72655580617e-06	9.35741855293e-07	0.00112314410185	6.67249075444e-14	0.099625687169
60702-01-01-15	0.061581391328	7.58846053887e-07	0.938405507443	4.5894824795e-10	1.94287681508e-08	3.48898177571e-06	5.32988471528e-17	9.80787103539e-09	1.19000615363e-18	2.43571485757e-08	8.69022401275e-13	8.33353506313e-06	1.18773865275e-21	4.658120052e-07
30703-01-18-00	0.00549755644851	9.20852016426e-07	0.994491391386	5.30379260299e-10	5.31652734629e-08	4.78576050388e-06	9.00665994097e-17	1.11355929036e-09	5.58957447338e-18	2.23198175741e-08	2.03535721115e-13	4.84042850864e-06	2.44492949173e-22	4.27994945994e-07
30703-01-18-00	0.00205497091036	2.09885029367e-06	0.997919778884	1.44065360837e-09	3.38930302702e-07	1.61797188414e-05	5.02293431094e-16	5.0566883242e-10	1.08332454778e-16	4.95347563397e-08	1.04537833304e-13	5.91220187338e-06	8.00508541063e-22	6.69023506031e-07
30703-01-18-00	3.6995104003e-05	1.70347501959e-06	0.999944500512	8.52453744492e-10	1.03116288267e-06	1.33322382909e-05	5.84753920544e-16	9.99034789363e-12	3.84561012614e-16	1.88460254126e-08	2.69582400762e-14	1.49249467141e-06	9.28159175929e-23	9.25304359748e-07
30703-01-18-00	1.15444710186e-05	5.98019133997e-06	0.999940235464	2.45564544709e-09	7.49176633205e-06	3.17152546463e-05	3.3188182887e-15	2.55800155588e-12	4.48350579406e-15	3.61056751284e-08	1.47480551463e-14	1.53916453416e-06	3.0313045063e-22	1.45512430327e-06
30703-01-18-00	5.87720726999e-06	1.14765620568e-05	0.999893600499	9.31335708475e-09	3.01166555668e-05	5.39301374623e-05	1.41527044982e-14	1.46939744617e-12	1.73494323613e-14	4.59453047426e-08	2.28565322468e-14	2.14458988501e-06	6.86496395674e-22	2.79908892233e-06
30703-01-18-00	5.86040869965e-06	1.96167048852e-05	0.99977671079	2.09336960754e-08	8.95122178671e-05	0.000100518917636	5.3850924413e-14	1.55981868464e-12	6.66226861568e-14	6.98817579161e-08	3.56544409842e-14	3.29362794397e-06	2.02429192304e-21	4.39651598844e-06
30703-01-18-00	1.33690519434e-05	3.36616959817e-05	0.999547428006	5.84881770208e-08	0.000181007154865	0.000212750112238	1.7745038094e-13	3.90219513082e-12	1.99805552452e-13	1.29731495683e-07	6.0339541444e-14	6.77755108266e-06	7.72409073911e-21	4.81820395196e-06
30703-01-18-00	9.90854343489e-06	2.15613458597e-05	0.999677919785	4.04926370003e-08	0.000107961839376	0.000174043078254	9.88395889619e-14	3.14238125104e-12	1.2608155215e-13	1.00292320807e-07	3.64823652031e-14	5.62269089523e-06	2.67295551455e-21	2.8419288593e-06
30703-01-18-00	0.0203305824674	1.09979765809e-09	0.979658093212	4.72406054107e-12	1.06851219651e-10	1.65814891087e-08	1.91087274329e-18	2.43577552685e-09	9.87415248114e-23	1.13013200395e-09	1.59419944281e-11	1.1058134112e-05	2.0491116792e-26	2.44812115448e-07
90412-01-01-00	0.0234387243692	1.20088226557e-09	0.976544304241	7.62760036493e-12	3.49083024771e-10	3.21126328356e-08	5.23610922349e-18	2.48707809287e-09	4.45324161948e-22	2.20821022485e-09	1.81303206109e-11	1.63469853298e-05	9.79523982466e-26	5.86020769821e-07
90412-01-01-00	0.0178846024207	1.61988660081e-09	0.982092273503	1.40788938749e-11	1.17264589413e-09	4.89957695076e-08	1.63359146111e-17	1.7833721857e-09	1.41669717189e-21	3.22930621264e-09	2.66289625842e-11	2.14996347684e-05	2.53442757015e-25	1.5675999543e-06
90412-01-01-00	0.00921695244132	9.4214845498e-10	0.990760565911	1.94972629401e-11	1.46725476643e-09	4.16242190069e-08	1.35266911777e-17	9.96357433712e-10	1.12905373083e-21	2.31809112527e-09	2.71913018185e-11	2.02815994692e-05	1.79262485398e-25	2.15265362767e-06
90412-01-01-00	0.012166435638	7.14493674514e-10	0.987818936723	6.50674159101e-12	4.94143811624e-10	3.48149989146e-08	6.51697796762e-18	1.47821780651e-09	6.63886085033e-22	1.39268656213e-09	4.64958671424e-11	1.31303001298e-05	1.82931473239e-25	1.45839100969e-06
90412-01-01-00	0.00458526275573	4.82741280178e-10	0.9954078774	2.35453288981e-12	1.8892471966e-10	1.60894315678e-08	1.84595470117e-18	5.69900169475e-10	1.96213636856e-22	6.72908548956e-10	2.02874382903e-11	6.12756068804e-06	2.37158083553e-26	7.14256636716e-07
90412-01-01-00	0.00711358684392	4.07215502254e-10	0.992880184858	1.92367691678e-12	5.13607662785e-11	1.23375469824e-08	8.20480367824e-19	1.11197022161e-09	6.17066503478e-23	4.68526933299e-10	1.57026787065e-11	6.02741808594e-06	5.73634681605e-27	1.86486004843e-07
90412-01-01-00	0.00678017583011	4.69933808722e-10	0.993214832507	1.35670613985e-12	2.72017674761e-11	1.00394686612e-08	5.50628547301e-19	1.1261649601e-09	3.71502724369e-23	3.79307222532e-10	1.14971950878e-11	4.88797139059e-06	2.25317346259e-27	9.16362954441e-08
90412-01-01-00	0.00682451477876	4.68918877355e-10	0.993169424661	2.13993299193e-12	3.55534332045e-11	1.25661531893e-08	6.92727100439e-19	1.15055322726e-09	4.94537172053e-23	4.50863448329e-10	9.20693590772e-12	5.95954523903e-06	2.24460514538e-27	8.63312678787e-08
90412-01-01-00	0.454604503236	2.81892135453e-06	0.545391922821	2.83228573369e-14	1.90488609803e-12	2.15242349746e-09	3.27799751083e-18	3.45856571052e-09	6.08695082872e-24	1.36198540454e-09	7.58043362673e-11	7.34877169377e-07	3.44212877073e-26	1.30935668179e-08
92702-01-21-00	0.25240315547	1.475150366e-06	0.747594702473	1.78799984541e-14	1.18408293335e-12	2.44463884634e-09	2.12323003346e-18	2.68043589516e-09	6.00336115355e-24	9.6752221724e-10	7.52169445368e-11	6.50488817411e-07	9.6496896511e-27	1.02482811175e-08
92702-01-21-00	0.000700428804337	1.94483832419e-11	0.000449773437377	0.314042824808	0.0155430653822	0.655995246682	2.18344732031e-08	2.27983186411e-07	5.94830607499e-09	1.46752537152e-11	5.51454011676e-07	0.0132678517971	1.59164352788e-09	2.42881098896e-10
30402-01-08-00	0.00298078911424	0.0224564889943	2.87255946023e-05	0.00143925897183	0.000594497629236	0.0461608277671	1.22812263716e-07	0.00141552304185	1.25204936401e-06	1.36043962697e-09	0.00257158629847	1.41942246514e-06	1.52302011197e-05	0.922334276743
90105-04-03-01	0.0180480412853	0.0019923010819	0.000139100648312	0.0339055632303	0.000426549591794	0.806801467933	1.36870110229e-06	0.0186729192242	3.26462443033e-06	1.30798923813e-09	0.056754775458	4.53893588423e-05	1.61201596221e-06	0.0632076455385
90105-04-03-01	0.995052078154	0.00329102992797	9.59578191563e-07	2.35683443589e-09	0.000306989758255	5.56334765528e-07	5.56169697334e-08	1.44824033119e-06	8.53433446179e-12	2.1433709468e-06	1.27872409572e-09	8.02952287901e-06	1.55378847079e-10	0.00133670569665
50405-01-01-00	0.998623646387	0.00115423066529	6.96075306135e-06	5.20938164358e-12	9.53994223186e-05	2.31073646184e-09	3.33058933291e-12	4.52675400608e-10	6.31401443576e-16	1.20635675079e-05	2.51322636594e-14	7.65521422857e-07	2.62171178524e-12	0.000106930908692
50405-01-01-00	0.0391542619327	1.8515763512e-08	0.960565418323	2.5306739196e-11	1.60062319502e-07	3.0286272337e-07	3.99038790128e-14	3.05672289563e-11	6.49375838011e-19	1.22780230195e-07	9.14152245913e-11	0.000279444655246	1.59147351913e-22	2.70720933709e-07
50405-01-01-00	0.216694251885	1.72106355143e-06	0.778201888727	1.21752349017e-08	5.76197852968e-05	1.81906113392e-05	5.95314780796e-11	5.08810702127e-10	2.71187073871e-15	5.59205694796e-06	4.79607204777e-10	0.00501648572612	3.7759776153e-19	4.23692120074e-06
50405-01-01-00	0.00173961385005	0.971059218522	2.01139621264e-11	1.46527445997e-13	0.025075563408	3.72161132237e-10	6.47124610482e-10	3.12418521071e-12	1.49075895577e-09	3.59309276772e-05	1.02549361215e-18	8.42640690937e-11	0.00160157568112	0.00048809499364
50405-01-01-00	0.000868660843614	0.945843502392	6.33641633482e-11	2.35145113775e-09	0.0514472506843	6.2641563446e-07	9.01027044122e-05	1.02977858999e-08	5.35002513092e-06	1.25256135631e-06	1.04014680332e-11	1.40864720073e-08	0.000241943174937	0.0015012843891
50405-01-01-00	0.00128567251436	0.729529430109	2.5074174708e-10	2.66314518758e-07	0.255973057166	2.43184394537e-05	0.00781473144139	2.81546740116e-07	0.000174317947438	3.27119748439e-07	1.22327949401e-08	2.0254629238e-07	0.001881677414	0.00331570495753
50405-01-01-00	0.00226996597385	0.162375321195	1.00670967031e-09	1.13136494549e-06	0.481472170662	4.31217262499e-05	0.000305320150675	1.82949513271e-07	6.71719954132e-05	1.85806038638e-07	1.64335279845e-08	2.08949821334e-07	0.347448115569	0.00601708621775
10408-01-28-00	2.84486983033e-05	0.000651810477935	0.876840948369	4.6691274994e-08	0.120854515715	0.000205084736101	2.77968863729e-09	4.86153360044e-12	4.43439217879e-12	4.08008879043e-07	3.98368237906e-11	8.89216747638e-05	4.94200939794e-20	0.0013298128008
96701-01-33-00	3.17668807541e-05	0.000630438813695	0.78815835521	9.30409999383e-08	0.209574611445	0.000398150665526	5.92322629266e-09	6.71717429874e-12	1.54137585285e-11	5.57959246177e-07	4.20590360864e-11	0.000132591149642	1.42264612958e-19	0.00107342884746
96701-01-33-00	1.58535563706e-05	0.00050620643913	0.803410278063	8.97160937953e-08	0.194746482233	0.000267951163944	4.04579918859e-09	3.23807873241e-12	8.61754427206e-12	4.00308980978e-07	2.84877404593e-11	0.000105959375678	4.9793048049e-20	0.000946775057176
96701-01-33-00	1.31583846666e-05	0.000365457456075	0.893346443435	5.50210384279e-08	0.105342492901	0.000199715960594	2.00318142972e-09	2.59262982853e-12	4.38698185543e-12	3.2306431491e-07	1.98920491057e-11	8.56149836426e-05	1.75428176876e-20	0.000646736763572
96701-01-33-00	2.31714232012e-05	0.000516924847832	0.920208012071	3.15687389483e-08	0.0783836181669	0.000155023835306	1.41531620602e-09	3.10437666668e-12	2.67944515938e-12	4.09811560611e-07	1.58122739233e-11	7.54663962114e-05	1.97001943621e-20	0.000637340442661
96701-01-33-00	1.41146912185e-05	0.000649417215737	0.932274687927	2.18976094522e-08	0.0664840738752	0.000111363598082	9.898103322e-10	1.43487783938e-12	1.80135270967e-12	4.18747470124e-07	5.88313462344e-12	5.49868641274e-05	5.65850371497e-21	0.000410914184852
96701-01-33-00	5.32230869124e-06	0.00050663888592	0.940335014391	1.20590832753e-08	0.0586886041198	8.13569462535e-05	7.47843872047e-10	4.98096214845e-13	1.47501496055e-12	2.84117708495e-07	3.91140857817e-12	3.50208033932e-05	1.84319323444e-21	0.000347745614157
96701-01-33-00	2.28140227285e-06	0.000407876238006	0.947412728781	1.18273759477e-08	0.0517066137281	7.19936873167e-05	7.60491335491e-10	2.4590499012e-13	1.3277037701e-12	1.73116807736e-07	5.42159183576e-12	2.6713502406e-05	8.61914678285e-22	0.000371606949168
96701-01-33-00	3.55942731738e-06	0.000917529478999	0.914457512677	1.14359588877e-08	0.0839476869729	7.67516899952e-05	9.97795204221e-10	2.74713380972e-13	2.03797461912e-12	2.9887297884e-07	4.35181672486e-12	2.5901494484e-05	2.79379698649e-21	0.000570746945457
96701-01-33-00	7.03408073e-07	0.00126516220973	0.000958667557	4.26885344316e-06	0.000636830136324	0.00154032076013	9.33954648489e-10	1.06510930549e-08	1.33407968349e-08	4.36424029217e-10	6.0703711017e-06	1.16088288651e-07	1.14785191496e-11	0.995587835242
40115-01-09-00	3.41916321234e-07	0.0015738257807	6.6570635486e-05	1.7082700925e-06	0.000271380685522	0.000451864091385	9.5652248165e-10	1.00825681498e-08	1.94629387887e-08	1.55694875016e-10	5.02922022815e-06	1.8267637648e-08	1.53310945183e-10	0.997629230322
40115-01-09-00	1.59450644113e-07	0.00148558295532	4.40378083339e-05	2.87924364692e-06	0.000194941517546	0.000614520051685	1.94503166428e-09	1.05988304362e-08	4.05459272602e-08	9.22780825317e-11	1.19591843019e-05	1.49905331599e-08	1.022418233e-10	0.997645851514
40115-01-09-00	8.2578332118e-08	0.00153555425168	1.33733067682e-05	8.52781230779e-07	7.13154290776e-05	0.000340381469307	1.36102087451e-09	1.07928407844e-08	5.24809233387e-08	5.47782712741e-11	7.98431337741e-06	4.45270553412e-09	1.03713731857e-10	0.998030386624
40115-01-09-00	0.80399976103	0.101410691867	1.56001158566e-10	1.93247018646e-07	0.0851802438004	0.000374000934148	0.00234639160769	0.000228704440407	5.36791246929e-05	1.61831968914e-07	2.0775928557e-09	7.152736323e-07	0.00632096535253	8.4489256948e-05
95701-01-05-00	0.807919600072	0.0998507144792	1.37530734121e-10	1.24851495586e-07	0.0824955545699	0.000351069034029	0.00164293646684	0.000184334465313	6.21572303003e-05	2.0393080251e-07	8.81019942676e-10	5.71494578868e-07	0.00742441322319	6.83191636623e-05
95701-01-05-00	0.741492271414	0.125533593271	1.69218029849e-10	1.85709173119e-07	0.118437300369	0.000436619723277	0.00262616204986	0.000196214171273	8.64845155048e-05	2.02573794663e-07	1.98259679206e-09	6.72335825823e-07	0.0110630866012	0.000127205114035
95701-01-05-00	0.414551790157	0.290521894603	2.02105659518e-10	3.12079051578e-07	0.260285824745	0.000824800769632	0.00819047241245	0.000155547360181	0.000386596974178	2.34453363276e-07	4.60621798645e-09	6.74276697869e-07	0.0248057133174	0.000276134043429
95701-01-05-00	0.155736616625	0.420481729795	1.27953242539e-10	3.77363032033e-07	0.373908456643	0.000692703495589	0.0132672189459	7.02550686101e-05	0.000655620464955	1.69223396857e-07	5.14302299936e-09	4.13699552527e-07	0.0348022429762	0.00038419042876
95701-01-05-00	0.255400503374	0.425353686063	1.32527384223e-10	3.95320482695e-07	0.267518765085	0.000777341563089	0.0132551071576	0.000148438184932	0.000635290791125	1.87676816253e-07	7.10145603507e-09	5.05882892476e-07	0.0365556959641	0.000354075702626
95701-01-05-00	0.240329797086	0.416599421974	1.05507795918e-10	3.56969374119e-07	0.275996789218	0.000745529208282	0.0141756583571	0.00014235138889	0.000776415091658	1.83819131106e-07	6.09763770798e-09	4.5447360977e-07	0.0509213892437	0.000311646966285
95701-01-05-00	0.0999029907571	0.55415350033	9.25279134012e-12	2.93459224839e-07	0.159384660724	0.000450614306072	0.0335029420264	0.000207840684451	0.00295695273854	9.41165011785e-08	2.78710407446e-09	1.40200110368e-07	0.149315562805	0.000124405056604
94701-01-55-00	0.0663984997884	0.580113595019	7.2013464117e-12	2.14564362984e-07	0.187639319678	0.000379001910468	0.0338169927054	0.000112867337902	0.00343745179271	9.71835355645e-08	1.51810763526e-09	1.02215987977e-07	0.127973518101	0.00012833817806
10408-01-31-00	5.81997443927e-08	0.000682127362615	6.65599675829e-13	1.24305847217e-07	0.00111474916589	0.00241312149283	0.137309102611	2.18875735947e-06	0.857040420318	3.92542111809e-13	6.50986783567e-05	6.35687626747e-10	0.00136894270091	4.06577078159e-06
20186-03-03-00	1.21242627957e-07	0.0011053091879	8.64243631956e-13	3.03288736314e-07	0.00168129247739	0.00285160086446	0.253813131894	4.35629757585e-06	0.737880730339	5.17569026645e-13	0.000163005090399	1.18462113031e-09	0.00249385720183	6.29092977052e-06
20186-03-03-00	4.83904726368e-07	0.00122263404847	1.86622536518e-12	8.17815890503e-07	0.0018892071362	0.00597222163546	0.298496737439	1.33500167131e-05	0.69067026961	1.24476567313e-12	0.000112460945544	4.02809723756e-09	0.00161936696297	2.44645380305e-06
20186-03-03-00	0.0943185173742	0.00165634602488	0.878834612015	4.66898311031e-08	0.0209177626988	0.000165814270371	3.0352139772e-08	4.44158414772e-10	1.24883779546e-12	2.61784987353e-05	3.36011811412e-09	0.00296131344089	3.0837880927e-17	0.00111937483002
90105-03-02-03	0.00747745308758	0.0825356083658	0.0461028277147	6.33708433268e-07	0.84932995191	0.00013240320467	9.61951631962e-07	6.46366396837e-11	1.08594797484e-10	5.37575176514e-05	1.04124508103e-09	0.000573310487163	1.249696376e-14	0.0137930908383
90105-03-02-03	1.25046469535e-06	0.996157576014	7.62408684824e-12	4.86131736036e-13	0.0037452777467	2.90706992901e-10	7.87402768165e-10	8.02793813184e-14	1.2969614379e-09	3.54026367017e-07	1.27419514091e-18	4.72825199657e-12	1.7332810514e-07	9.53660324082e-05
90105-03-02-03	0.158958573103	3.58157713975e-06	0.841016997939	5.35258095306e-13	2.08291649852e-10	2.21985397242e-08	2.20467343001e-15	1.17707131523e-09	3.89915868508e-20	2.97617541701e-07	7.79311331984e-10	1.86766944705e-05	6.88388598085e-24	1.84870521091e-06
50703-01-01-00	0.165584755182	3.62613910872e-06	0.834391391124	5.70449629739e-13	1.77143804182e-10	2.43780134143e-08	1.94295442051e-15	1.28108423291e-09	4.21089712066e-20	3.18241774803e-07	6.36892077549e-10	1.83683732336e-05	6.4811372419e-24	1.51446606997e-06
50703-01-01-00	0.0759266044565	0.174510022007	3.7803606794e-11	6.27029783881e-05	0.0173843715981	0.0198618959581	0.573919233625	0.0397194790176	0.0836549875564	1.97353561253e-08	1.42675448446e-06	2.83252341517e-06	0.0149504913515	5.93240091314e-06
90701-01-16-00	0.338120681141	0.188592576767	1.04275879951e-10	6.52064314624e-05	0.0166140123077	0.0262663773885	0.256306067959	0.113250800089	0.0433841255193	4.91049025968e-08	1.19146222631e-06	5.95599670799e-06	0.0173844891197	8.46660940919e-06
90701-01-16-00	0.456415024034	0.119478345406	1.36231807733e-10	4.74853431014e-05	0.0149308278629	0.0284588611772	0.198756918522	0.13069734024	0.0337291304773	4.68583884711e-08	1.54309457695e-06	6.87553853658e-06	0.0174683837354	9.21757470289e-06
90701-01-16-00	0.300468601882	0.166235383041	1.75921507683e-10	7.11837623737e-05	0.0224201384389	0.0272189542242	0.332899250427	0.0963067654052	0.0307243780324	3.14017620435e-08	6.61768525681e-06	6.76911221659e-06	0.0236157348244	2.6191587687e-05
10408-01-14-02	0.000600838233957	0.0178666247206	6.34957462318e-15	1.31988541331e-09	0.00453543036377	5.8545863581e-06	0.00410871062139	1.60864335575e-06	0.00379354940665	2.16718620634e-09	9.88300452965e-12	6.18308216828e-10	0.969087160843	2.18465316783e-07
94701-01-52-00	0.00231249643295	0.0183294766664	1.48538400513e-14	2.04107732022e-09	0.00491536907225	1.05107077917e-05	0.00387023891104	6.0112457361e-06	0.00338324439851	4.71789904978e-09	1.47771810175e-11	1.55671240452e-09	0.967172306729	3.37505615746e-07
94701-01-52-00	0.00253280794666	0.0205422326693	2.05931952418e-14	2.684965774e-09	0.00658475133781	1.29019505716e-05	0.00397785112968	5.06375705731e-06	0.00363654871215	5.96147747855e-09	1.19971334599e-11	1.97598427766e-09	0.962707532738	2.99124702563e-07
94701-01-52-00	0.00201783930889	0.0316707458421	1.70321271619e-14	2.74681192329e-09	0.00732899460101	1.38936450626e-05	0.00532679488785	4.47195124542e-06	0.00600377603749	6.99707256889e-09	8.3976150694e-12	1.69989315821e-09	0.947633205488	2.6678593626e-07
94701-01-52-00	0.00336461014265	0.0335749345827	4.02588361267e-14	6.69601902072e-09	0.0115110103951	2.80457809215e-05	0.0102237960295	8.8333693894e-06	0.00780069416682	9.03529438505e-09	3.22283967022e-11	4.09626586925e-09	0.933487552299	5.03373549664e-07
94701-01-52-00	0.00172541086771	0.0556240121134	2.85819430692e-14	7.04748058162e-09	0.0123022895014	2.20869292983e-05	0.0124582157808	4.91846541693e-06	0.00968821939411	7.58237655533e-09	2.49229304696e-11	2.70788415749e-09	0.908174397329	4.3225584945e-07
94701-01-52-00	0.0683875997835	0.391775824329	5.45447800878e-07	7.99093718965e-06	0.375458772505	0.000244590571009	8.87910638821e-06	9.07463648825e-06	3.86130565746e-07	3.69166000272e-07	1.10210518326e-07	3.01449104059e-06	0.000297045193469	0.163805797492
94701-01-59-00	0.0203483749786	0.395381454361	2.13130462734e-07	4.47512377056e-06	0.422406607181	0.00010979085908	7.88710400836e-06	2.17136744776e-06	3.58975682597e-07	2.04648930082e-07	5.46056671026e-08	1.09446993316e-06	0.000413964375055	0.161323348819
94701-01-59-00	0.019116231819	0.403126695017	2.2048696066e-07	6.2642824821e-06	0.43744289759	0.000185059633988	1.48759172511e-05	2.8414411252e-06	6.9576297104e-07	1.93833417756e-07	8.62725649847e-08	1.33370901943e-06	0.000330246629864	0.139772357604
94701-01-59-00	0.00260981073729	3.49198492276e-08	0.0236642840855	0.10209351198	0.177257625648	0.621263684891	9.08790359527e-07	6.76555168329e-07	2.65071577665e-08	3.6310574982e-09	7.30506852119e-06	0.0731014347601	1.92447708994e-11	6.92406658429e-07
