tstart,alpha,beta,chi,delta,eta,gamma,kappa,lambda,mu,nu,omega,phi,rho,theta
116996560.069,1.84388720517e-11,0.0722957820454,2.2256908708e-09,2.20251827954e-08,2.92554091856e-14,8.08965680034e-07,7.55723822032e-09,6.61983013029e-07,4.18116550247e-11,9.41344773029e-06,4.67533645658e-11,2.89416447178e-13,2.34789696401e-09,0.927693299295
116996816.068,1.08979253425e-10,0.0981651145194,1.40774364516e-06,3.17405275193e-05,1.82327547157e-13,0.000171270650962,1.33001466502e-06,9.45578358972e-05,1.10727766644e-08,0.000222955813969,3.25593396908e-06,3.83267792655e-10,1.45822254549e-10,0.901308355249
116997072.068,6.96610340801e-12,0.0506300574297,2.95080309471e-09,2.69719881164e-06,1.97657455159e-14,1.25736983998e-06,5.18762201865e-07,7.83387783717e-05,9.53577820612e-10,2.11846747459e-05,4.978897249e-07,3.86336309198e-12,4.88989613068e-10,0.949265443492
165786240.062,2.37601498235e-07,0.723635030514,1.86371252099e-08,9.82472376217e-07,2.90766304331e-09,3.12859216061e-05,0.000107287187017,0.000335200605394,7.46114169641e-07,0.0360423071977,1.82069343322e-07,2.83172631619e-10,5.26739220345e-06,0.239841451096
165786496.062,4.19190122262e-05,0.723279164532,6.45001189934e-08,1.03183174934e-07,3.24453121791e-07,6.49326993924e-06,1.80367414508e-05,0.00120053289268,3.53558905428e-07,0.0750347527474,8.0753863869e-07,6.72646385914e-10,7.07813451637e-07,0.200416739084
165786752.062,0.00837335274892,0.698293260102,2.1797711456e-08,4.59619424537e-12,0.000197606207265,9.94075623133e-08,3.94118712951e-09,1.35552278759e-07,3.2626733152e-11,0.04738377925,7.40144245714e-14,5.83928827587e-12,1.14104859697e-05,0.245740330464
165787008.062,0.920863215121,0.0046875818219,0.00204218772312,1.11458637764e-10,0.000839877583904,1.76918201297e-05,1.41310377905e-11,5.39872329347e-10,1.57656956829e-10,0.0356592918634,3.96199726584e-12,3.68423437068e-08,6.11848021638e-10,0.0358901157854
165787264.062,0.675474068177,0.000711799447937,0.191564968425,3.61748931964e-06,0.000627668072372,0.000401658802031,9.55249159088e-09,8.50642309322e-07,4.97452421454e-08,0.12214485404,0.000338350880656,0.00010415307467,6.85288841252e-13,0.00862795164969
165787520.062,0.182705014321,0.00146069011117,0.671333699444,0.000100750560106,0.000418030262931,0.00242157211693,5.05253643263e-08,1.23643668274e-05,2.04291757765e-07,0.120147966603,0.0148042122056,0.000930210224763,3.08490292911e-13,0.00566523496597
165787776.062,0.00105958525986,0.683696417304,2.96894231173e-07,1.09533233597e-13,3.46848332624e-05,8.86294530188e-06,2.15150558502e-10,2.68273987112e-09,8.58495153778e-10,0.305544649748,1.21672904847e-17,4.29510767492e-12,0.000117458719495,0.00953804053552
165788032.062,2.39615955054e-06,0.939927493363,9.91527689259e-09,3.75709401887e-09,2.23939244835e-07,4.40411722782e-06,4.32137344779e-07,2.73684018586e-05,7.23689415942e-08,0.0399861124352,1.32669394451e-10,7.70565980767e-11,1.94509644836e-05,0.0200320322306
403205488.07,8.45654956277e-07,1.98958826176e-06,0.989454501637,7.58285605448e-09,9.6054437191e-10,0.000176622675412,6.53569115813e-12,4.66515640806e-08,2.31929096429e-09,0.0102873149824,2.6898911314e-05,1.88857862693e-07,1.70652918048e-18,5.15801717745e-05
403205744.068,5.27185830558e-06,6.55965562903e-06,0.975041245597,1.78525972591e-08,3.29969672139e-09,0.000326965207314,2.78019011128e-11,7.46375247506e-08,6.91553944964e-09,0.0243898351155,3.00821326849e-05,3.59393947199e-07,1.67365510906e-17,0.000199578306127
403206000.066,3.61595140639e-06,3.02083313211e-06,0.965986884971,5.1715386133e-09,2.19755456784e-09,0.000218543299831,1.69641062702e-11,4.53257247242e-08,6.68604741929e-09,0.0336641319503,2.00897865882e-05,1.78408794017e-07,7.35695342304e-18,0.000103475400909
403206256.064,1.56464235257e-05,8.06654192973e-06,0.926895286716,6.54919876625e-09,4.55813594555e-09,0.000403885694748,4.03076311578e-11,7.15416159223e-08,2.19960624892e-08,0.0724607993586,1.41942519124e-05,2.45322241803e-07,3.69279652144e-17,0.000201771005519
403206512.062,1.89315193868e-05,7.95070504611e-06,0.906549431047,7.13583776076e-09,5.20363099866e-09,0.000422203283637,5.82355612748e-11,8.45842552552e-08,3.18100166355e-08,0.0927793505223,2.01393565001e-05,2.71636214874e-07,4.37630105223e-17,0.000201593137765
403206768.061,1.89332151177e-05,5.40045382925e-06,0.916096342412,5.96185228984e-09,4.89971375851e-09,0.000414259761985,4.4901415356e-11,7.64240104634e-08,3.50422973317e-08,0.083349852135,2.04978302454e-05,2.99272664252e-07,2.36305243826e-17,9.42925468035e-05
403207024.059,4.46274175424e-05,8.75386945096e-06,0.929388910194,1.4560214124e-08,9.78481682305e-09,0.000629854329929,6.99198312467e-11,9.47052353471e-08,4.89621619132e-08,0.0697942622169,2.47700347147e-05,6.69489584578e-07,4.93778983456e-17,0.000107984365268
403207280.057,4.59538027712e-05,9.63625062821e-06,0.940625345717,1.88527688913e-08,1.31225459713e-08,0.000525040300585,7.07948341371e-11,9.27545903277e-08,3.31226592017e-08,0.0585924040079,3.11730043111e-05,7.52973752854e-07,6.12102076702e-17,0.000169536019307
403207536.055,5.27203323156e-05,8.63690883192e-06,0.94567956957,2.09416117059e-08,1.41804241501e-08,0.000466921750941,7.64816500872e-11,8.67924808296e-08,2.70474240604e-08,0.0535706305308,3.87339890759e-05,7.92087464116e-07,5.1349420425e-17,0.000181845792332
498645120.062,9.07828579468e-09,0.456330082423,5.89458395961e-08,1.17574463741e-07,1.58858907437e-10,1.35397480826e-05,3.98719908554e-08,2.07709682938e-06,1.4139114595e-09,0.000105888716123,2.47669225408e-10,9.38445394833e-11,2.76237777761e-07,0.543547908393
498645376.062,1.48565936159e-08,0.31667517242,2.11125295237e-07,9.06352209064e-06,5.05505469551e-11,7.78607724932e-05,1.85189960473e-05,0.000180527095736,7.51649932265e-08,0.00119604004323,1.87419706123e-06,7.97258584976e-10,2.93553645872e-08,0.681840611604
498645632.062,6.11491371205e-08,0.452860041766,7.24047023337e-09,5.12176063295e-06,9.96720118652e-11,2.68448791116e-06,3.85088539827e-05,0.0158129221362,9.3881527819e-08,0.0009212616322,0.000104491844306,1.60725296025e-10,6.75730354893e-09,0.53025479823
498645888.062,8.879218262e-06,0.378146657827,5.46340774161e-10,1.67555790933e-09,3.12737654766e-07,5.33395291334e-09,4.91592005465e-07,0.000368517321055,1.01886815713e-10,0.0013407582509,8.72277198281e-08,4.67295172797e-12,8.48206187504e-08,0.620134203342
498646144.062,0.00521157610998,0.199208889385,6.69856016547e-08,1.64536256965e-15,8.0677799716e-06,2.68633646702e-08,8.29950236122e-12,1.37853695116e-09,3.57901289404e-12,0.0204351049481,4.87862873183e-17,6.38483780375e-14,8.39567867329e-07,0.77513542697
498646400.062,0.342557258569,0.000276176912857,0.557444153271,5.40745871596e-08,3.96923060705e-05,0.000374373260979,1.1536807577e-10,1.38446769269e-07,1.89826359557e-08,0.0973343038461,4.58156738042e-06,9.67268786151e-06,1.3566898836e-14,0.001959575959
498646656.062,0.425823908288,0.00263720088877,0.365689872725,1.93611923946e-06,5.92446419727e-05,0.00122045932082,3.43317969748e-09,1.95415606721e-06,9.04966423179e-08,0.185888662073,6.57027167739e-05,3.42042000937e-05,2.75222868277e-13,0.0185767609399
498646912.062,0.0220066722838,0.00269703311873,0.736013086123,2.79735683921e-06,1.32781542854e-05,0.00195855335958,3.67858997105e-09,5.12491791084e-06,9.59325048319e-08,0.215538370177,0.000216128708851,2.65309474226e-05,1.41648808284e-13,0.0215223252419
311266240.062,4.19318095563e-07,8.05909184737e-08,0.00145444812257,0.0359241950762,4.15669109667e-05,0.00103005041291,1.27108931913e-10,3.71744564634e-10,1.96260119838e-09,1.3109070342e-08,0.000364449559226,0.961184774362,3.0522291911e-14,7.63977469809e-11
311266496.062,2.59754083254e-07,7.55505393028e-08,0.00138882642957,0.0463154808593,3.22855151256e-05,0.000839260895913,1.50963734865e-10,5.81477676898e-10,1.28389922495e-09,8.26257707491e-09,0.000849997684098,0.950573802952,1.68536380524e-14,8.00486352383e-11
311266752.062,2.11375459315e-07,4.9849567095e-08,0.00182783044838,0.0552361175302,2.72064577134e-05,0.000819576804123,1.78489459054e-10,4.72428389127e-10,1.05178540101e-09,1.12788354332e-08,0.0012613640488,0.940827630427,9.67477003957e-15,7.6898278698e-11
311267008.062,4.26379007499e-07,9.82750299964e-08,0.000849565415098,0.0921984705213,3.94528876823e-05,0.000737577604716,3.93995631922e-10,6.16394287258e-10,1.229116968e-09,1.07757032698e-08,0.00106546188444,0.905108933863,3.7678386817e-14,1.54507484827e-10
311267264.062,7.05919263107e-07,1.06712709204e-07,0.001614082403,0.0304409038647,3.39627001431e-05,0.00157088214895,6.97702312908e-10,6.46541617737e-10,4.02659746899e-09,1.22675243905e-08,0.00107284153988,0.965266496936,4.29518955772e-14,1.36622370326e-10
311267520.062,1.0674742077e-06,1.23165542053e-07,0.00177972725915,0.0254338106542,3.91889931194e-05,0.00194296803076,9.16048501212e-10,7.23192769768e-10,7.00576230219e-09,1.95253576979e-08,0.000999301697705,0.969803784409,5.93346867006e-14,1.45371272457e-10
311267776.062,5.85207418371e-07,2.17866863568e-07,0.000432329418896,0.144485260206,2.8259860666e-05,0.00101407169323,6.11986536836e-10,1.50149660975e-09,2.1990584443e-09,8.94852509041e-09,0.000840352664659,0.853198909692,6.01617987003e-14,1.29363085967e-10
311268032.062,4.63239779337e-07,2.47750144568e-07,0.000723631972537,0.115475482297,2.0203842947e-05,0.00171102773402,5.01077827669e-10,1.94562260112e-09,3.67984703834e-09,1.28424016331e-08,0.000732974272424,0.881335949821,4.37540513551e-14,1.00951408348e-10
311268288.062,3.83346542145e-07,2.03045557801e-07,0.000712621933472,0.155319125221,1.66234378923e-05,0.00138041915227,5.67955212296e-10,2.05509727216e-09,2.43392139705e-09,1.12502545471e-08,0.00123587448012,0.841334732962,2.63634383546e-14,1.14560254042e-10
134345952.066,5.93157476844e-05,5.60924819287e-10,0.999931259546,1.15485511275e-10,6.36002964667e-09,5.36833505927e-06,9.80264243188e-18,6.15026062953e-12,1.00762888856e-12,3.61160683913e-07,4.2475227964e-08,3.64558587446e-06,1.30997537516e-24,1.05996426889e-10
134346208.066,7.97818887345e-05,7.85819120121e-10,0.999908402788,2.08184196944e-10,1.00607666663e-08,6.12717438769e-06,1.85157737185e-17,7.63556098154e-12,1.23490980833e-12,4.21073604189e-07,6.70792261261e-08,5.18874405825e-06,2.97180464018e-24,1.88678649076e-10
134346464.066,4.85602567417e-05,5.34914860515e-10,0.999942129438,1.58870713625e-10,7.66166905294e-09,4.6245192756e-06,1.05559690678e-17,5.86104902094e-12,7.45885510276e-13,2.95590084438e-07,6.0616492818e-08,4.32108051744e-06,1.51482784817e-24,1.36418041501e-10
134346720.066,0.000122960121907,1.05686477222e-09,0.999861254842,3.2780263366e-10,1.2513565241e-08,7.69526127524e-06,1.7100231026e-17,8.46526121417e-12,1.24361964744e-12,3.07614036127e-07,5.934392493e-08,7.70872807072e-06,3.36514510228e-24,1.80473600965e-10
134346976.066,0.000182265388765,1.74128691099e-09,0.999799579577,3.85150645847e-10,2.02022632648e-08,8.96102038785e-06,1.78914099199e-17,7.37434661117e-12,1.14910305813e-12,3.1543495733e-07,3.4347594794e-08,8.82157505447e-06,8.76755415375e-24,3.19322424719e-10
134347232.066,8.43328648261e-05,9.60320140571e-10,0.999904619928,1.83697104901e-10,1.20516224754e-08,5.78638489668e-06,8.59899590277e-18,4.79781958533e-12,6.11825058663e-13,2.69848700502e-07,2.43805059777e-08,4.95318096125e-06,3.43991330807e-24,2.10624785934e-10
297744304.062,5.15591214692e-14,0.0282202691651,1.90686064556e-06,3.4768369891e-07,2.24245213603e-17,3.91553078855e-05,8.44912349126e-11,2.36106769628e-06,5.39916810516e-11,2.99381843368e-06,1.96321213711e-09,2.07408990898e-12,1.69491506548e-13,0.971732963993
297744560.062,4.28181785138e-14,0.0131913261112,9.08204619218e-09,1.55129088519e-06,2.67672535961e-18,7.27390694694e-06,4.43664469139e-08,3.92686339062e-06,2.41272286531e-10,2.93819104169e-06,1.34696385895e-08,2.44901981182e-13,3.08596992731e-12,0.986792916474
297744816.062,1.15080301681e-13,0.037734782258,6.35557178284e-10,7.27982883371e-07,7.58323044895e-18,9.22397252322e-07,2.60183726751e-08,5.45447773262e-05,3.9107360019e-10,1.65611348365e-06,2.97944487572e-08,9.3847803334e-14,7.92740535672e-12,0.962207309623
297745072.062,2.00267495295e-11,0.176966565889,4.49921149496e-11,7.71286524152e-09,9.78807321695e-14,1.34193602239e-08,5.11219700886e-09,1.20513804897e-05,4.07217622961e-12,1.59901982969e-06,2.39113702037e-10,4.35263696835e-14,1.80644114462e-09,0.823019755352
297745328.062,4.59324415933e-09,0.0498775427143,2.09153204426e-09,4.22714377234e-14,1.24716210509e-11,8.41347869677e-08,2.11576498156e-11,8.01105267906e-11,5.6309441322e-13,4.89687107166e-05,5.42670393853e-18,1.77491762199e-15,4.98202629931e-07,0.950072899438
297745584.062,2.3482981464e-08,0.227578604871,0.0141675395964,0.000145813352667,6.86643496617e-11,0.00325669220122,8.07536210051e-09,0.00294803211821,1.67785094027e-08,0.0015367283283,0.000836436908966,2.40836829752e-07,1.16183364052e-13,0.749529863381
297745840.062,3.26723645512e-11,0.129145710791,6.83588536204e-06,4.5198889203e-06,2.3035437437e-14,0.000155896615633,6.5978095024e-09,7.47123327506e-05,2.26347141775e-09,2.25662265115e-05,4.59188505525e-07,2.17941520596e-10,3.48869449736e-12,0.870589289955
297746096.062,5.58438050471e-14,0.0387948200926,5.56329904421e-10,5.54133452158e-10,1.11919231615e-17,7.75931968185e-07,2.34198700223e-10,2.09312748113e-08,5.97431750825e-12,2.88036140072e-07,7.50766101986e-14,3.25236600906e-15,4.04405613081e-10,0.961204093253
297746352.062,3.5374443815e-14,0.0620274875703,8.35490154506e-10,1.7748662564e-08,4.63470385727e-18,1.33631147429e-06,7.10192888391e-10,5.68933729733e-07,1.44002713922e-11,1.45365680178e-07,9.89360779798e-12,1.80835737367e-14,4.03355747601e-11,0.93797044246
166885442.062,5.75675446887e-07,0.00358558959834,5.05743117003e-16,3.44315677318e-08,2.66449126222e-08,1.48691433003e-07,0.980610337422,0.0143091516602,0.00138562682453,2.69534313266e-08,4.89373620825e-05,2.76561538636e-09,5.95418920292e-05,7.84028874937e-11
166885698.062,2.92882472283e-06,0.224033715529,5.64948954142e-16,1.88358576772e-05,1.35970969107e-06,1.41093027296e-07,0.0601497439797,0.715660982484,2.49381213318e-05,3.41515056227e-08,4.18062791075e-05,3.26092993646e-08,6.54811114519e-05,2.49559252335e-10
166885954.062,1.31497251237e-06,0.0890129165408,3.18598411058e-15,2.47994988886e-06,2.96049768286e-08,1.68178972073e-06,0.465022363598,0.443300079375,0.00247716300241,5.41719998672e-08,0.000132295499884,2.11847964688e-08,4.95998231248e-05,4.86257192091e-10
166886210.062,2.70255779568e-07,0.0920997983379,3.35444412984e-15,1.447548296e-05,1.72238360344e-09,1.19644569455e-05,0.25391687727,0.61957178086,0.0342871309488,7.83343097658e-08,5.74053926102e-05,3.31582374471e-08,4.01836321743e-05,1.47893894213e-10
166886466.062,1.02189934046e-07,0.0231330925316,5.55236150732e-15,2.28776477471e-06,1.39904714346e-10,3.24004301702e-05,0.627641767837,0.113928335945,0.235173521087,2.42733198816e-08,5.65685346794e-05,2.29183712257e-08,3.18762321171e-05,1.1636076626e-10
166886722.062,5.43374556948e-09,0.000888456567155,3.9890537121e-15,5.02258780838e-07,7.66375185466e-12,1.25705457608e-05,0.706817348349,0.00812942056248,0.284053859969,2.27886600666e-08,9.2062317991e-05,5.45987517694e-09,5.74569503933e-06,4.47609503697e-11
166886978.062,4.22400615802e-08,0.00105283324435,3.56971537031e-15,5.88528669471e-08,1.23380156128e-10,3.5840291253e-06,0.879809042606,0.0056509456534,0.113406635511,4.08269097689e-08,5.99853571915e-05,3.61302334487e-09,1.68278693326e-05,7.33315221864e-11
166887234.062,1.38390864876e-06,0.00480351794142,1.69032906949e-15,4.28093021329e-08,5.46532522026e-08,4.43827841537e-07,0.979204779147,0.0120945135844,0.00374217334697,3.39157682817e-08,5.16278543874e-05,8.5512351844e-09,0.000101420364358,9.54265727003e-11
463518784.07,0.000528626871085,1.63578777165e-07,0.84911649715,8.37767456622e-12,8.68095679761e-09,1.5918738744e-05,1.99320331707e-12,1.35378206252e-09,4.53910578464e-09,0.150305105261,1.21825820461e-06,1.46115467332e-08,4.67855583188e-19,3.24409466699e-05
463519040.072,0.00041465536181,1.37231814303e-07,0.85815478515,5.49217835553e-12,8.03269493399e-09,1.16560137059e-05,1.36491137407e-12,9.75125211596e-10,2.61740854979e-09,0.14138008742,8.77104480901e-07,1.01503162982e-08,3.74347586581e-19,3.77799359022e-05
463519296.074,0.000262275578676,1.02322687574e-07,0.839270855111,3.54834149074e-12,5.03072380761e-09,9.66866585534e-06,1.20920932513e-12,1.05647970434e-09,2.68476224632e-09,0.160425563911,1.02663109572e-06,6.84227383064e-09,2.14030731265e-19,3.04921602684e-05
463519552.076,0.000779266917217,2.57344323126e-07,0.767646578624,8.82986715205e-12,1.13588734794e-08,1.44903751326e-05,3.57130278217e-12,1.49925674536e-09,4.34850801304e-09,0.23146566961,1.20782675662e-06,1.1308955181e-08,1.13791735442e-18,9.25007746365e-05
278710784.062,9.858984629e-05,0.0362677287469,5.32876663573e-11,7.05848579065e-09,2.03663398254e-07,0.000381402002078,0.189955497426,0.000187803709346,0.766771351758,0.000255120056792,5.38578695296e-07,5.42712636231e-08,0.00608143354007,2.69289224684e-07
84365856.0625,8.41082747521e-05,0.999307995101,3.52262349632e-11,6.88818672111e-09,0.00010779247205,4.7497891314e-08,3.33625007526e-08,2.16851891925e-05,1.99149693478e-10,3.9659447567e-05,2.09568334077e-11,2.90304859265e-10,4.97592303833e-05,0.000388911991152
84366112.0625,3.93780876631e-06,0.997633214896,5.16855711886e-14,5.31504927571e-07,3.400749674e-06,5.84913148999e-09,5.25752977734e-06,0.00222825843925,2.15966375714e-09,3.15898430416e-06,7.86366499244e-09,1.79522570954e-10,8.74854221532e-05,3.47386135718e-05
84366368.0625,9.31376603485e-07,0.668321295556,2.39099818088e-12,1.27265341687e-07,2.86601075982e-09,3.03752693321e-05,0.294018629007,0.0299849404947,0.00679506304211,1.25661500731e-05,1.06425505132e-05,2.20204910167e-09,0.000812390523899,1.30336937031e-05
84366624.0625,4.6557268048e-08,0.542773438796,4.60167808235e-12,1.38630318759e-06,1.24937118212e-10,0.000270105379477,0.396914742488,0.016923802892,0.0421135073629,2.40848491248e-05,6.15847285744e-06,4.00436691161e-09,0.000965776035867,6.94672947725e-06
84366880.0625,1.31527861643e-07,0.276416595629,3.81168643652e-12,3.18198025882e-08,3.08588086771e-10,0.00015751778799,0.619271401707,0.00333740728995,0.0959287772964,4.38105472462e-05,1.13473567649e-06,1.15523445422e-09,0.00483621074806,6.97944372854e-06
84367136.0625,2.24047392467e-05,0.804089739774,1.57527360818e-12,2.42745743852e-09,6.60569827561e-08,1.35775089264e-05,0.153453123845,0.00899553572345,0.0188170428096,0.000590664487905,1.83634204773e-07,3.6216964757e-10,0.0140057376551,1.19209745721e-05
84367392.0625,0.0221231360436,0.5416402603,1.08315989832e-10,1.26723540545e-11,0.000594817310775,5.30094844743e-06,0.0240401096471,7.30214373962e-05,0.00101330509103,0.0709685687485,2.2558131996e-09,5.11345069835e-10,0.339308049038,0.000233428546816
84367648.0625,0.000663539723334,0.994765055958,3.61681919625e-12,3.98022648664e-09,0.000490215148053,4.90676757169e-08,5.47009145554e-07,9.43535673161e-06,2.85909204539e-09,0.000455632515654,2.93525877275e-12,1.67972018515e-10,0.00347892324061,0.00013659496743
84367904.0625,0.00617330968257,0.897211441241,5.31507622946e-13,1.31027673596e-11,9.8012201105e-05,1.31259816572e-07,0.000777924824095,3.6380406402e-05,3.40585093332e-06,4.78870623936e-05,8.53888571874e-11,6.91918180435e-11,0.0955740542081,7.7453095579e-05
402516224.07,0.000156406766751,7.37848096389e-07,0.922668779007,1.68204942778e-10,7.93765504215e-09,0.000113439616648,4.79974439499e-12,9.23592529894e-09,2.14636896621e-08,0.0770446543018,2.96267808496e-06,1.08058746895e-07,1.89586932861e-18,1.28729129876e-05
402516480.068,0.000228285166159,8.72378552601e-07,0.954438015413,1.70186800769e-10,9.7719970201e-09,0.000100174408838,2.43258297734e-12,6.33584191678e-09,1.0156289631e-08,0.0452150831431,1.50996453433e-06,1.13449517081e-07,1.65906575531e-18,1.59196391362e-05
402516736.066,0.000431627995488,1.63253451012e-06,0.9161652199,2.21195093038e-10,1.51204766479e-08,0.000169394660943,4.97310401063e-12,8.50784431978e-09,2.31500103012e-08,0.0832096840166,1.12838265444e-06,1.41054849579e-07,5.63429869244e-18,2.11244500841e-05
402516992.064,0.000307838216314,1.56334531857e-06,0.894990588399,1.89647615936e-10,1.47243181292e-08,0.000144538327673,6.62063293666e-12,8.34530676943e-09,2.29429028925e-08,0.104522346272,1.4082997797e-06,1.12465141955e-07,7.91271243763e-18,3.15584656333e-05
402517248.062,0.000300918950792,1.56418983163e-06,0.890975172607,1.89844528632e-10,1.38615254126e-08,0.000152080941428,6.30841938689e-12,8.47259966294e-09,2.38170133243e-08,0.10854127418,1.27917735774e-06,1.11206854133e-07,7.33575590846e-18,2.75523989527e-05
5760.06250001,5.69050743273e-09,2.83812556876e-11,0.844157136322,3.37555358351e-10,0.000354455533843,1.81621731715e-08,1.89951984839e-10,7.26355350981e-13,3.98062890909e-13,0.000676711050265,0.154663238595,3.704892447e-06,8.48510433779e-16,0.000144729196587
6016.06249989,6.33808875332e-09,4.45941998674e-11,0.762447629656,6.79522699202e-10,0.000496547874915,1.21101771459e-08,2.11803482708e-10,8.78023517187e-13,1.48844610021e-13,0.000492132810077,0.236064550682,3.7512817644e-06,1.19671819198e-15,0.00049536830997
6272.06249977,8.3585623809e-09,6.3315684633e-11,0.812540110342,6.1201684945e-10,0.000613987328126,1.39487585183e-08,2.58725479817e-10,9.53365737031e-13,1.84935123646e-13,0.000688171437194,0.185387371106,3.49563234457e-06,2.19579336268e-15,0.000766840911481
6528.06249965,1.59827523984e-08,1.35565084878e-10,0.788794704726,1.75398156007e-09,0.00124419364108,1.40293950864e-08,3.07982679416e-10,1.11979412269e-12,9.26004006202e-14,0.000437167613032,0.207197129155,5.74054155841e-06,4.94606595858e-15,0.00232103211274
6784.06249953,6.18371715315e-09,5.95539514668e-11,0.808550926368,8.58816629647e-10,0.000548659508876,9.28517715338e-09,1.22366632939e-10,8.24206235798e-13,5.16046248734e-14,0.000285386089361,0.189687621092,3.52354301711e-06,9.80854576887e-16,0.000923866888636
7040.06249941,6.53522561635e-09,5.81177164324e-11,0.942033341808,3.11209385132e-10,0.000478968730485,1.13728080752e-08,8.25445885695e-11,5.15168737037e-13,6.25076665548e-14,0.000407285475396,0.0563816094889,2.22772442013e-06,1.11324676617e-15,0.000696548411923
7296.06249929,4.43452124873e-09,4.64095398362e-11,0.966544948696,1.46040488732e-10,0.00036791860197,1.14267124314e-08,5.51846184617e-11,4.24354758113e-13,7.71475305086e-14,0.000493849746981,0.0321660235418,1.56381635082e-06,9.35054377385e-16,0.000425679487992
7552.06249917,3.79788255903e-09,3.47300721095e-11,0.975076198818,1.1134884724e-10,0.000258166936603,1.02323714697e-08,3.22090048738e-11,3.45362408127e-13,5.98459453257e-14,0.000400581949414,0.0239927949929,1.31195672546e-06,4.38515534886e-16,0.00027093113758
7808.06249905,6.83625724487e-09,5.25781592441e-11,0.984073253017,1.32866755078e-10,0.000434794722829,1.18423942865e-08,3.81793042732e-11,2.74700047349e-13,5.44203500865e-14,0.000423812572246,0.0145958683269,1.53524642403e-06,1.05524551355e-15,0.000470717212413
296104256.062,5.15076842468e-10,3.5200289843e-11,0.998997851305,2.01603086773e-11,6.53330846872e-08,4.52289131022e-09,2.7893300526e-14,1.06464351283e-12,1.24419691925e-15,1.86783436811e-05,0.000915813200788,2.35651010622e-08,7.35380049064e-21,6.75631578737e-05
296104512.062,6.52248622985e-10,4.61464053911e-11,0.998310298209,5.05001219289e-11,9.21977785338e-08,4.12388438222e-09,3.19593741046e-14,1.22203165249e-12,6.95190457512e-16,1.15558410854e-05,0.00155456575616,3.67316922677e-08,8.43048222187e-21,0.000123446390329
551358784.062,8.11770587501e-06,0.782376196279,4.37511411747e-09,1.94380962431e-13,3.66668327463e-07,4.66356899384e-06,1.80364940941e-09,1.43164317421e-10,1.97282730958e-09,0.0442047623205,5.33768627737e-19,3.39136766136e-13,0.0600018257995,0.113404059362
551359040.062,0.000110511452557,0.536491163951,7.27775342493e-08,4.80344707424e-15,4.98115485745e-06,2.26384122286e-05,3.29701681468e-10,2.54975656227e-12,5.56076637929e-10,0.265304457516,1.47390956057e-21,2.69092040565e-13,0.133331000004,0.0647351738429
551359296.062,0.00271163842411,0.67644888815,3.06144292711e-07,1.02458160358e-11,2.28050510191e-05,5.11987872444e-05,4.43594365284e-08,1.62989185364e-09,9.29882535456e-09,0.215625501628,5.63439569134e-16,5.36925187936e-11,0.00249547155079,0.102644134912
551359552.062,0.0310908032709,0.337134659401,4.81376731821e-08,2.50404354189e-09,2.92730340917e-05,9.39585047139e-06,6.73961253339e-06,8.5448366511e-06,5.36209507034e-07,0.613674296517,4.28687922744e-10,6.35649553415e-10,1.37635964776e-05,0.0180319359645
551359808.062,0.583325699736,0.25622512515,1.94210538792e-08,4.0647244823e-10,0.00164783488166,7.75327882284e-08,6.3954462276e-08,1.13173801579e-06,3.50622030783e-10,0.0272168307899,9.75930697145e-11,2.88985344728e-10,2.03755174286e-06,0.131581178101
551360064.062,0.924249816476,0.000622952202734,8.22563245041e-08,2.7295392854e-19,0.000687690794761,1.19049816113e-09,1.94190704369e-14,5.7438113953e-16,5.65154020285e-16,0.0144930754903,1.77151693809e-23,2.1575710619e-15,5.85078382858e-07,0.0599457965106
551360320.062,0.194918500603,6.43422474989e-08,0.76753016943,3.2681568059e-11,1.93151201331e-05,2.65703093269e-06,1.30995700415e-12,2.53602097135e-11,2.31943714823e-10,0.0374505314477,5.93835604271e-07,4.46280260275e-07,1.59913285188e-17,7.77216190363e-05
342204352.062,7.47755889231e-05,0.881278053963,1.23959277973e-10,4.08326156147e-12,3.93613048534e-08,4.27871605103e-09,6.76911564025e-11,1.22728976909e-06,7.56447929063e-12,0.000575523665627,2.45172097771e-14,6.58621763204e-14,8.85477102251e-08,0.118070287101
342204608.062,0.0331996624448,8.79227202317e-05,0.744419016155,2.60980943744e-08,6.99264595315e-07,0.000521757791696,1.40542706444e-10,1.57250540696e-06,8.19697542095e-08,0.22152766266,5.37207480656e-05,2.27096966579e-06,7.83946881498e-17,0.00018560653192
342204864.062,0.330361983341,0.0510087869884,0.0351294757109,1.6863641336e-06,1.57520655865e-05,0.00156389452927,1.94130342784e-08,1.4751000871e-05,3.21333766347e-07,0.43712621808,8.2446673008e-06,4.10244677819e-06,1.25211584889e-11,0.144764764046
342205120.062,0.000500114386441,0.801985573753,4.104252121e-06,5.84913571667e-08,2.97082770937e-07,1.83773197991e-05,1.46231364245e-09,1.05137693517e-05,2.55758436017e-09,0.00437796785526,7.59682141546e-10,2.98240462556e-09,3.70431574588e-09,0.193102981624
342205376.062,4.74097798931e-10,0.999299815442,2.54436024385e-15,3.58497840397e-14,1.64190074519e-12,2.77086256252e-10,1.23958992246e-12,6.28235185642e-09,4.80093504564e-14,2.07087198037e-07,3.65127330553e-21,9.83219318135e-18,7.16483712802e-06,0.00069280559749
